"hyperlink","Brand","Wine","Rating","ReviewCount","Price","Timestamp","Category","Year","WineID"
"/NL/nl/lar-de-paula-tempranillo/w/1188945?year=2020&price_id=37152746","Lar de Paula","Tempranillo 2020",3.7,105,12.2,2024-10-05,"Red",2020,"1188945"
"/NL/nl/bodegas-gormaz-twelve-linajes-roble/w/1187711?year=2020&price_id=32774673","Bodegas Gormaz","12 Linajes Roble 2020",3.7,118,15.9,2024-10-05,"Red",2020,"1187711"
"/NL/nl/dominio-fournier-crianza/w/7895399?year=2020&price_id=36946427","Dominio Fournier","Crianza 2020",4,158,18.2,2024-10-05,"Red",2020,"7895399"
"/NL/nl/vinedos-ruiz-jimenez-osoti-la-era/w/1400581?year=2019&price_id=35781363","Viñedos Ruiz Jiménez","Osoti La Era 2019",4,523,15.95,2024-10-05,"Red",2019,"1400581"
"/NL/nl/es-pago-casa-gran-falcata-casa-gran-crianza/w/5626250?year=2020&price_id=36474047","Pago Casa Gran","Falcata Casa Gran Crianza 2020",4,278,10.75,2024-10-05,"Red",2020,"5626250"
"/NL/nl/alta-alella-parvus-syrah/w/1221392?year=2019&price_id=30531795","Alta Alella","Parvus Syrah 2019",3.8,197,15.95,2024-10-05,"Red",2019,"1221392"
"/NL/nl/vins-del-comtat-pena-cadiella-seleccio/w/1204957?year=2014&price_id=11299790","Vins del Comtat","Peña Cadiella Selecció 2014",3.8,85,17.25,2024-10-05,"Red",2014,"1204957"
"/NL/nl/bodegas-felix-callejo-flores-de-callejo/w/1387031?year=2020&price_id=37017282","Callejo","Flores de Callejo 2020",3.8,838,11.5,2024-10-05,"Red",2020,"1387031"
"/NL/nl/ercavio-ercavio-seleccion-limitada/w/1227905?year=2017&price_id=34506424","Más Que Vinos","Ercavio Selección Limitada 2017",3.8,530,11.42,2024-10-05,"Red",2017,"1227905"
"/NL/nl/bodegas-jose-l-ferrer-veritas-vinyes-velles/w/1607385?year=2017&price_id=31557015","Bodegas José L. Ferrer","Veritas Vinyes Velles 2017",3.9,145,17.35,2024-10-05,"Red",2017,"1607385"
"/NL/nl/bodegas-jose-l-ferrer-dues-sirah-callet/w/1211061?year=2022&price_id=35944698","Bodegas José L. Ferrer","Dues Sirah - Callet 2022",3.6,530,10.8,2024-10-05,"Red",2022,"1211061"
"/NL/nl/el-coto-coto-de-imaz-rioja-reserva-seleccion-aniversario/w/1229033?year=2020&price_id=36650505","El Coto","Coto de Imaz Rioja Reserva Selección Aniversario 2020",3.8,4179,12.5,2024-10-05,"Red",2020,"1229033"
"/NL/nl/bodegas-navarrsotillo-rioja-crianza-magister-bibendi/w/1360236?year=2019&price_id=32895287","Navarrsotillo","Rioja Crianza Magister Bibendi 2019",3.5,189,10.95,2024-10-05,"Red",2019,"1360236"
"/NL/nl/bodegas-jose-l-ferrer-veritas-vinyes-velles/w/1607385?year=2021&price_id=36580925","Bodegas José L. Ferrer","Veritas Vinyes Velles 2021",4,114,18.9,2024-10-05,"Red",2021,"1607385"
"/NL/nl/hermanos-frias-del-val-joven/w/1837759?year=2019&price_id=35119923","Hermanos Frias del Val","Joven 2019",3.9,336,14.95,2024-10-05,"Red",2019,"1837759"
"/NL/nl/pago-de-valdoneje-pago-de-valdoneje/w/1225223?year=2017&price_id=26177036","Vinos Valtuille","Pago de Valdoneje 2017",3.9,215,10.65,2024-10-05,"Red",2017,"1225223"
"/NL/nl/bodegas-ernesto-del-palacio-tinto-roble/w/9530776?year=2020&price_id=37162438","Bodegas Ernesto del Palacio","Tinto Roble 2020",3.7,49,12.99,2024-10-05,"Red",2020,"9530776"
"/NL/nl/cueva-del-chaman-roble-garnacha-tintorera/w/6172067?year=2019&price_id=24703434","Cueva del Chamán","Roble Garnacha Tintorera 2019",3.9,69,11.95,2024-10-05,"Red",2019,"6172067"
"/NL/nl/hacienda-lopez-de-haro-edicion-limitada/w/6490747?year=2019&price_id=30716213","Hacienda López de Haro","Edición Limitada 2019",4,80,14.95,2024-10-05,"Red",2019,"6490747"
"/NL/nl/tinedo-cala-n-2/w/1146314?year=2017&price_id=25052282","Tinedo","Cala N.2 2017",4,57,16.95,2024-10-05,"Red",2017,"1146314"
"/NL/nl/leza-garcia-rioja/w/1609286?year=2017&price_id=36660451","Leza García","Tinto 2017",4,167,13,2024-10-05,"Red",2017,"1609286"
"/NL/nl/bodegas-gormaz-vina-gormaz-crianza/w/4219311?year=2019&price_id=32774676","Bodegas Gormaz","Viña Gormaz Crianza 2019",3.8,238,15.5,2024-10-05,"Red",2019,"4219311"
"/NL/nl/pares-balta-indigena-garnatxa-tinto/w/1124671?year=2020&price_id=36714707","Parés Baltà","Indigena Garnatxa Tinto 2020",3.8,101,12.5,2024-10-05,"Red",2020,"1124671"
"/NL/nl/can-serra-dels-exibis-viticultors-exibis/w/2346768?year=2021&price_id=27833325","Can Serra dels Exibis","Exibis 2021",3.7,112,10.45,2024-10-05,"Red",2021,"2346768"
"/NL/nl/xavier-clua-coma-mas-d-en-pol-barrica/w/1177102?year=2019&price_id=34482349","Celler Xavier Clua","Mas d'en Pol Barrica 2019",3.6,424,14.95,2024-10-05,"Red",2019,"1177102"
"/NL/nl/marques-del-silvo-reserva-tinto/w/9006176?year=2018&price_id=34157407","Marques del Silvo","Reserva Tinto 2018",4,29,11.24,2024-10-05,"Red",2018,"9006176"
"/NL/nl/pago-de-la-jaraba-vina-jaraba-seleccion-especial/w/10412831?year=2019&price_id=28593640","Pago de la Jaraba","Viña Jaraba Selección Especial 2019",4.1,56,10.27,2024-10-05,"Red",2019,"10412831"
"/NL/nl/dominio-de-bornos-roble/w/3478145?year=2022&price_id=35708041","Dominio de Bornos","Roble 2022",3.6,65,12.1,2024-10-05,"Red",2022,"3478145"
"/NL/nl/tinedo-cala-n-2/w/1146314?year=2018&price_id=34584320","Tinedo","Cala N.2 2018",3.8,31,16.95,2024-10-05,"Red",2018,"1146314"
"/NL/nl/ontanon-antologia-crianza-rioja/w/5778028?year=2019&price_id=33983939","Ontañón","Antología Crianza 2019",4,141,15.45,2024-10-05,"Red",2019,"5778028"
"/NL/nl/heras-cordon-rioja-vendimia-seleccionada/w/1478457?year=2018&price_id=33110226","Heras Cordon","Rioja Vendimia Seleccionada 2018",3.9,327,14.95,2024-10-05,"Red",2018,"1478457"
"/NL/nl/finca-bacara-taba/w/5418364?year=2021&price_id=35347018","Finca Bacara","Tabá 2021",4.1,2579,11.95,2024-10-05,"Red",2021,"5418364"
"/NL/nl/enate-somontano-seleccion-especial/w/3070131?year=2021&price_id=34943040","Enate","Selección Especial 2021",3.6,726,10.5,2024-10-05,"Red",2021,"3070131"
"/NL/nl/canopy-castillo-de-belarfonso-mentrida/w/1952604?year=2021&price_id=33779967","Canopy","Castillo de Belarfonso Mentrida 2021",3.6,1863,10.95,2024-10-05,"Red",2021,"1952604"
"/NL/nl/bodegas-langa-classic/w/3794658?year=2021&price_id=35773796","Bodegas Langa","Classic 2021",3.8,1082,11.95,2024-10-05,"Red",2021,"3794658"
"/NL/nl/vinyes-domenech-vi-d-amfora-natural/w/6799176?year=2021&price_id=29475884","Vinyes Domenech","Vi D'Àmfora Natural 2021",3.8,90,14.95,2024-10-05,"Red",2021,"6799176"
"/NL/nl/guelbenzu-lautus/w/51634?year=1998&price_id=28914746","Guelbenzu","Lautus 1998",4.2,45,20,2024-10-05,"Red",1998,"51634"
"/NL/nl/vina-ijalba-crianza/w/98246?year=2019&price_id=32686090","Viña Ijalba","Crianza 2019",3.9,275,14.95,2024-10-05,"Red",2019,"98246"
"/NL/nl/altavins-jorn-nou-garnacha-negra/w/2213027?year=2020&price_id=31467177","Altavins","Jorn Nou Garnacha Negra 2020",4.1,56,12.6,2024-10-05,"Red",2020,"2213027"
"/NL/nl/bodegas-valparaiso-roble/w/1753221?year=2023&price_id=37103086","Bodegas Valparaíso","Roble 2023",3.5,2940,10.8,2024-10-05,"Red",2023,"1753221"
"/NL/nl/pares-balta-cabernet-franc-merlot-mas-irene/w/1989615?year=2018&price_id=32124841","Parés Baltà","Cabernet Franc - Merlot Mas Irene 2018",4.1,235,19.5,2024-10-05,"Red",2018,"1989615"
"/NL/nl/voche-crianza/w/2730836?year=2019&price_id=36660637","Voché","Crianza 2019",4.1,123,13.5,2024-10-05,"Red",2019,"2730836"
"/NL/nl/valdaya-el-valiente/w/8621558?year=2018&price_id=29013321","Valdaya","El Valiente 2018",3.9,340,17.4,2024-10-05,"Red",2018,"8621558"
"/NL/nl/es-macia-batle-eighteen-fiftysix-mallorca/w/5386762?year=2021&price_id=37027466","Macià Batle","1856 2021",3.8,1722,16.89,2024-10-05,"Red",2021,"5386762"
"/NL/nl/es-alto-landon-rayuelo/w/1267262?year=2015&price_id=27364700","AltoLandon","Rayuelo 2015",3.8,223,14.95,2024-10-05,"Red",2015,"1267262"
"/NL/nl/los-frailes-dolomitas-monastrell/w/6373863?year=2021&price_id=34659684","Los Frailes","Dolomitas Monastrell 2021",3.8,410,16,2024-10-05,"Red",2021,"6373863"
"/NL/nl/es-vinyes-d-en-gabriel-cuvila/w/2307708?year=2021&price_id=31265662","Vinyes d'En Gabriel","Cuvilà 2021",3.7,195,19.5,2024-10-05,"Red",2021,"2307708"
"/NL/nl/trossos-del-priorat-ninety-minuts/w/4297242?year=2021&price_id=32585207","Trossos del Priorat","90 Minuts 2021",4,172,15.51,2024-10-05,"Red",2021,"4297242"
"/NL/nl/maisulan-tempranillo-madurado-6-meses-la-rioja-alavesa/w/4907854?year=2021&price_id=35841581","Maisulan","Tempranillo Madurado 6 Meses 2021",3.7,284,12.5,2024-10-05,"Red",2021,"4907854"
"/NL/nl/rudeles-rudeles-23/w/1408993?year=2023&price_id=31497409","Rudeles","Rudeles 23 2023",3.7,661,17.75,2024-10-05,"Red",2023,"1408993"
"/NL/nl/carlos-serres-rioja-gran-reserva/w/1409166?year=2014&price_id=33787311","Carlos Serres","Rioja Gran Reserva 2014",4,309,16.95,2024-10-05,"Red",2014,"1409166"
"/NL/nl/allegranza-monastrell/w/7492587?year=2021&price_id=34473354","Allegranza","Monastrell 2021",4.1,462,10.95,2024-10-05,"Red",2021,"7492587"
"/NL/nl/merayo-aquiana-bierzo/w/1667858?year=2017&price_id=31655374","Merayo","Aquiana Bierzo 2017",4,186,16.95,2024-10-05,"Red",2017,"1667858"
"/NL/nl/alvear-palacio-quemado-los-acilates/w/1675135?year=2019&price_id=31013199","Alvear","Palacio Quemado Los Acilates 2019",3.8,27,15.9,2024-10-05,"Red",2019,"1675135"
"/NL/nl/pago-de-valdoneje-pago-de-valdoneje-el-valao-mencia-bierzo/w/5805477?year=2021&price_id=36430457","Vinos Valtuille","Pago de Valdoneje El Valao Mencia 2021",3.9,26,13.95,2024-10-05,"Red",2021,"5805477"
"/NL/nl/barbara-fores-negre/w/1283559?year=2021&price_id=35662738","Bàrbara Forés","Negre 2021",4,63,11.6,2024-10-05,"Red",2021,"1283559"
"/NL/nl/alfredo-arribas-gotes-del-montsant/w/2615644?year=2022&price_id=36997445","Alfredo Arribas","Gotes del Montsant 2022",3.7,937,14.1,2024-10-05,"Red",2022,"2615644"
"/NL/nl/de-bardos-romantica-crianza/w/1165618?year=2018&price_id=30917451","Bodega de Bardos","Romántica Crianza 2018",3.9,1095,11.5,2024-10-05,"Red",2018,"1165618"
"/NL/nl/bodega-lanzaga-corriente/w/1210854?year=2018&price_id=24391179","Bodega Lanzaga","Corriente 2018",3.8,702,10.42,2024-10-05,"Red",2018,"1210854"
"/NL/nl/bodegas-ernesto-del-palacio-tinto-roble/w/9530776?year=2019&price_id=36915622","Bodegas Ernesto del Palacio","Tinto Roble 2019",3.7,49,12.99,2024-10-05,"Red",2019,"9530776"
"/NL/nl/josep-grau-viticultor-vespres-montsant/w/3746666?year=2022&price_id=34344504","Josep Grau Viticultor","Vespres 2022",4,150,14.25,2024-10-05,"Red",2022,"3746666"
"/NL/nl/es-dehesa-de-los-canonigos-quinta-generacion/w/2051587?year=2022&price_id=36397206","Dehesa de Los Canónigos","Quinta Generación 2022",3.9,84,11.5,2024-10-05,"Red",2022,"2051587"
"/NL/nl/el-masroig-les-sorts-sycar/w/2180513?year=2021&price_id=34739965","Celler Masroig","Les Sorts Sycar 2021",3.8,760,10.5,2024-10-05,"Red",2021,"2180513"
"/NL/nl/nekeas-la-fuente-de-crianza-comunidad-foral-de-navarra/w/4750177?year=2019&price_id=29400198","Bodegas Nekeas","La Fuente de Crianza 2019",3.7,120,10.99,2024-10-05,"Red",2019,"4750177"
"/NL/nl/jimenez-landi-el-corralon-mentrida-red-wine/w/6587498?year=2020&price_id=27666323","Jiménez-Landi","El Corralon 2020",3.8,92,13.49,2024-10-05,"Red",2020,"6587498"
"/NL/nl/lan-reserva-rioja/w/88832?year=2011&price_id=16473287","Lan","Reserva Rioja 2011",3.9,4536,13.95,2024-10-05,"Red",2011,"88832"
"/NL/nl/ebano-salvaje-ribera-del-duero/w/5486963?year=2019&price_id=36713447","Ébano","Salvaje 2019",3.9,660,16.6,2024-10-05,"Red",2019,"5486963"
"/NL/nl/el-coto-coto-mayor-crianza/w/1181471?year=2020&price_id=35158879","El Coto","Coto Mayor Crianza 2020",3.8,280,11.19,2024-10-05,"Red",2020,"1181471"
"/NL/nl/adhuc-tempus-crianza/w/6913616?year=2019&price_id=33331468","Adhuc Tempus","Crianza 2019",3.9,122,16.99,2024-10-05,"Red",2019,"6913616"
"/NL/nl/veronica-ortega-quite-mencia/w/3793237?year=2016&price_id=27452011","Veronica Ortega","Quite Mencia 2016",3.6,266,16.8,2024-10-05,"Red",2016,"3793237"
"/NL/nl/aranleon-bles-roble/w/1979211?year=2019&price_id=31935511","Aranleón","Blés Roble 2019",3.6,356,10.5,2024-10-05,"Red",2019,"1979211"
"/NL/nl/de-moya-gloria/w/5220637?year=2017&price_id=20844744","De Moya","Gloria 2017",3.9,427,11.95,2024-10-05,"Red",2017,"5220637"
"/NL/nl/baron-de-ley-varietales-graciano-rioja/w/1573980?year=2018&price_id=27979984","Baron de Ley","Varietales Graciano Rioja 2018",4,345,18.8,2024-10-05,"Red",2018,"1573980"
"/NL/nl/pago-del-vicario-men-de-mencia/w/1175760?year=2017&price_id=35117444","Pago del Vicario","Men de Mencía 2017",3.8,95,12.95,2024-10-05,"Red",2017,"1175760"
"/NL/nl/marques-de-riscal-riscal-roble-tempranillo/w/1362601?year=2021&price_id=33984964","Marqués de Riscal","Riscal Roble Tempranillo 2021",3.4,3271,10.95,2024-10-05,"Red",2021,"1362601"
"/NL/nl/marques-de-burgos-roble-vendimia-seleccionada/w/1196336?year=2020&price_id=32472572","Marques de Burgos","Roble Vendimia Seleccionada 2020",3.8,139,12.5,2024-10-05,"Red",2020,"1196336"
"/NL/nl/castillo-perelada-nomes-garnatxa-negra-empord/w/5682532?year=2020&price_id=30668733","Castillo Perelada","Només Garnatxa Negra 2020",3.7,221,10.27,2024-10-05,"Red",2020,"5682532"
"/NL/nl/oliveda-mon-perdut-negre/w/3826657?year=2022&price_id=31740861","Oliveda","Món Perdut Negre 2022",3.3,226,10.81,2024-10-05,"Red",2022,"3826657"
"/NL/nl/celler-gerisena-tramuntanart-negre/w/4325912?year=2022&price_id=35182730","Celler Gerisena","Tramuntan Art Negre 2022",3.5,403,13.02,2024-10-05,"Red",2022,"4325912"
"/NL/nl/oliveda-finca-els-3-frares-vinyes-velles/w/1304102?year=2019&price_id=31882984","Oliveda","Finca Els 3 Frares Vinyes Velles 2019",3.4,325,13.89,2024-10-05,"Red",2019,"1304102"
"/NL/nl/j-fernando-barrica-12-meses-tempranillo/w/9001131?year=2018&price_id=33074114","J. Fernando","Barrica 12 Meses Tempranillo 2018",3.7,117,11.01,2024-10-05,"Red",2018,"9001131"
"/NL/nl/la-vinyeta-llavors-empord/w/3073860?year=2019&price_id=29999784","La Vinyeta","Llavors 2019",3.9,277,14.3,2024-10-05,"Red",2019,"3073860"
"/NL/nl/baltasar-gracian-calatayud-el-heroe-garnacha-vinas-viejas/w/4405660?year=2021&price_id=36031958","Baltasar Gracián","El Héroe Garnacha Viñas Viejas 2021",3.8,38,10.8,2024-10-05,"Red",2021,"4405660"
"/NL/nl/marques-de-grinon-el-rincon-syrah-garnacha/w/1199097?year=2018&price_id=33039922","Marqués de Griñon","El Rincón Syrah - Garnacha 2018",3.8,65,19.51,2024-10-05,"Red",2018,"1199097"
"/NL/nl/martue-especial-campo-de-la-guardia/w/1618642?year=2016&price_id=23984384","Martúe","Especial Campo de la Guardia 2016",3.9,57,15.95,2024-10-05,"Red",2016,"1618642"
"/NL/nl/es-cortijo-de-jara-roble-doce-12-meses/w/4906471?year=2020&price_id=34772911","Cortijo de Jara","Roble Doce (12) Meses 2020",4.2,132,16.29,2024-10-05,"Red",2020,"4906471"
"/NL/nl/pinol-sa-natura/w/2004137?year=2019&price_id=35630043","Celler Piñol","Sa Natura 2019",3.8,98,16.78,2024-10-05,"Red",2019,"2004137"
"/NL/nl/mas-estela-gorgs/w/8725381?year=2022&price_id=35647278","Mas Estela","Gorgs 2022",3.9,131,12.4,2024-10-05,"Red",2022,"8725381"
"/NL/nl/bernabeleva-navaherreros-garnacha/w/2491414?year=2022&price_id=34900294","Bernabeleva","Navaherreros Garnacha 2022",3.9,112,17.4,2024-10-05,"Red",2022,"2491414"
"/NL/nl/bodegas-valdelana-agnvs-crianza-tempranillo/w/5392821?year=2021&price_id=35891809","Bodegas Valdelana","AGNVS Crianza Tempranillo 2021",4.1,27,18.9,2024-10-05,"Red",2021,"5392821"
"/NL/nl/les-cousins-l-inconscient/w/1203045?year=2021&price_id=32070047","Les Cousins Marc & Adrià","L'Inconscient 2021",3.9,634,11.6,2024-10-05,"Red",2021,"1203045"
"/NL/nl/bodegas-alvia-mileto-single-vineyards-reserva/w/2897847?year=2011&price_id=19698833","Bodegas Alvia","Mileto Single Vineyards Reserva 2011",3.7,42,12.5,2024-10-05,"Red",2011,"2897847"
"/NL/nl/ostatu-seleccion-rioja/w/1844201?year=2018&price_id=35203921","Ostatu","Selección Rioja 2018",4.1,114,15.85,2024-10-05,"Red",2018,"1844201"
"/NL/nl/finca-antigua-crianza/w/13943?year=2016&price_id=18807859","Finca Antigua","Crianza 2016",3.7,28,11.86,2024-10-05,"Red",2016,"13943"
"/NL/nl/avgvstvs-cabernet-sauvignon-merlot/w/1692307?year=2020&price_id=34882973","Avgvstvs","Cabernet Sauvignon - Merlot 2020",3.7,436,16.67,2024-10-05,"Red",2020,"1692307"
"/NL/nl/coll-de-roses-emporda-rose/w/1709884?year=2020&price_id=27753279","Coll de Roses","Tinto 2020",3.6,25,14.82,2024-10-05,"Red",2020,"1709884"
"/NL/nl/pere-guardiola-floresta-crianca/w/1198590?year=2018&price_id=33445069","Pere Guardiola","Floresta Criança 2018",3.5,374,11.5,2024-10-05,"Red",2018,"1198590"
"/NL/nl/palomo-cazadores-roble/w/2727716?year=2021&price_id=31485211","Palomo Cazador","Roble 2021",3.5,704,13.71,2024-10-05,"Red",2021,"2727716"
"/NL/nl/es-azabache-crianza-rioja-red-wine/w/6111944?year=2019&price_id=32283001","Azabache","Crianza 2019",3.2,70,10.54,2024-10-05,"Red",2019,"6111944"
"/NL/nl/izquierdo-ninin/w/1504774?year=2021&price_id=31485213","Izquierdo","Ninin 2021",3.7,28,14.99,2024-10-05,"Red",2021,"1504774"
"/NL/nl/castell-del-remei-oda-negre/w/1615?year=2018&price_id=25135674","Castell del Remei","ODA Negre 2018",4,298,18.55,2024-10-05,"Red",2018,"1615"
"/NL/nl/oliveda-terra-de-vents/w/4695684?year=2018&price_id=31485018","Oliveda","Terra de Vents 2018",3.8,44,18.07,2024-10-05,"Red",2018,"4695684"
"/NL/nl/castillo-perelada-three-finques-fincas/w/3343395?year=2019&price_id=32139225","Castillo Perelada","3 Finques (Fincas) 2019",3.7,139,10.68,2024-10-05,"Red",2019,"3343395"
"/NL/nl/can-rafols-dels-caus-terraprima-negre/w/2133148?year=2018&price_id=34509026","Can Ràfols dels Caus","Terraprima Negre 2018",3.8,156,15.22,2024-10-05,"Red",2018,"2133148"
"/NL/nl/juan-alcorta-crianza-tempranillo/w/1368875?year=2019&price_id=33899757","Alcorta","Crianza Tempranillo 2019",3.2,5026,10.66,2024-10-05,"Red",2019,"1368875"
"/NL/nl/cop-de-vent-negre-jove-empord/w/2739699?year=2021&price_id=31484719","Cop de Vent","Negre Jove 2021",3.5,70,13.65,2024-10-05,"Red",2021,"2739699"
"/NL/nl/es-espelt-efimera-empord/w/5965716?year=2022&price_id=31759211","Espelt","Efímera 2022",3.3,116,12.74,2024-10-05,"Red",2022,"5965716"
"/NL/nl/rosa-maria-torres-el-xafarder/w/4440198?year=2021&price_id=31484825","Rosa Maria Torres","El Xafarder Tinto 2021",3.4,138,11.57,2024-10-05,"Red",2021,"4440198"
"/NL/nl/cruz-de-alba-lucero-del-alba-ribera-del-duero/w/1266142?year=2021&price_id=33142205","Cruz de Alba","Lucero del Alba Ribera del Duero 2021",3.5,1013,14.53,2024-10-05,"Red",2021,"1266142"
"/NL/nl/altanza-valvares-de-altanza-rioja/w/1557793?year=2016&price_id=25135665","Altanza","Valvarès de Altanza Rioja 2016",3.8,89,15.48,2024-10-05,"Red",2016,"1557793"
"/NL/nl/domenech-vidal-masia-freye-syrah-tempranillo/w/1540507?year=2021&price_id=33899752","Domènech.Vidal","Masia Freyé Syrah - Tempranillo 2021",3.5,26,13.72,2024-10-05,"Red",2021,"1540507"
"/NL/nl/raimat-vina-32-cabernet-sauvignon/w/25314?year=2018&price_id=31484667","Raimat","Viña 32 Cabernet Sauvignon 2018",3.5,118,17.06,2024-10-05,"Red",2018,"25314"
"/NL/nl/celler-marti-fabra-l-oratori-emporda/w/1173849?year=2021&price_id=32911173","Martí Fabra","L'Oratori Empordà 2021",3.7,109,12.87,2024-10-05,"Red",2021,"1173849"
"/NL/nl/finca-la-estacada-reserva-varietales/w/2775710?year=2019&price_id=24547548","Finca La Estacada","Reserva Varietales 2019",3.6,27,12.26,2024-10-05,"Red",2019,"2775710"
"/NL/nl/los-hermanos-manzanos-los-hermanos-manzanos-crianza-rioja/w/2216555?year=2021&price_id=35500960","Los Hermanos Manzanos","Crianza 2021",3.6,1416,10.37,2024-10-05,"Red",2021,"2216555"
"/NL/nl/portell-crianca/w/1631766?year=2017&price_id=33039904","Portell - Vinícola de Sarral","Criança 2017",3.2,270,11.19,2024-10-05,"Red",2017,"1631766"
"/NL/nl/ampans-3nits-pla-de-bages-merlot/w/2711144?year=2019&price_id=31485266","Ampans","d'Urpina 3 Nits 2019",3.5,452,13.65,2024-10-05,"Red",2019,"2711144"
"/NL/nl/alemany-i-corrio-pas-curtei/w/1489330?year=2021&price_id=32479896","Alemany i Corrió","Pas Curtei 2021",3.9,101,16.6,2024-10-05,"Red",2021,"1489330"
"/NL/nl/tionio-austum/w/76651?year=2022&price_id=33039939","Bodegas Tionio","Austum 2022",3.6,3195,18.2,2024-10-05,"Red",2022,"76651"
"/NL/nl/oliveda-ulls-negres/w/3461772?year=2021&price_id=32679193","Oliveda","Ulls Negres 2021",3.6,859,13.89,2024-10-05,"Red",2021,"3461772"
"/NL/nl/es-torrelongares-tinto-reserva/w/1905325?year=2014&price_id=18176427","Torrelongares","Tinto Reserva 2014",3.5,150,11.71,2024-10-05,"Red",2014,"1905325"
"/NL/nl/gutierrez-de-la-vega-ulises-tinto/w/3591935?year=2022&price_id=32704924","Gutiérrez de la Vega","Ulises Tinto 2022",3.7,249,12.4,2024-10-05,"Red",2022,"3591935"
"/NL/nl/comunica-suc-de-saulo/w/8105937?year=2021&price_id=35571601","Comunica","Suc de Sauló 2021",3.8,295,12.5,2024-10-05,"Red",2021,"8105937"
"/NL/nl/pinna-fidelis-ribera-del-duero-roble/w/1198159?year=2021&price_id=34418957","Pinna Fidelis","Ribera del Duero Roble 2021",3.9,160,12.5,2024-10-05,"Red",2021,"1198159"
"/NL/nl/vinicola-del-priorat-sccl-onix-fusio/w/99546?year=2021&price_id=32734086","Vinícola del Priorat","Ònix Fusió 2021",4,63,12.5,2024-10-05,"Red",2021,"99546"
"/NL/nl/bodega-elias-mora-toro-crianza/w/21211?year=2021&price_id=31759221","Bodega Elias Mora","Toro Crianza 2021",4,66,15.51,2024-10-05,"Red",2021,"21211"
"/NL/nl/rigau-ros-crianca/w/1467514?year=2021&price_id=35182705","Rigau Ros","Criança 2021",3.6,39,10.3,2024-10-05,"Red",2021,"1467514"
"/NL/nl/mas-llunes-rhodes/w/1271861?year=2021&price_id=36559055","Mas Llunes","Rhodes 2021",4,126,15.25,2024-10-05,"Red",2021,"1271861"
"/NL/nl/vinas-del-vero-tempranillo-cabernet-sauvignon-crianza/w/1599976?year=2012&price_id=16674831","Viñas del Vero","Tempranillo - Cabernet Sauvignon Crianza 2012",3.3,464,13.02,2024-10-05,"Red",2012,"1599976"
"/NL/nl/celler-batea-tipicitat-terra-alta/w/2343142?year=2019&price_id=31484924","Celler Batea","Tipicitat 2019",3.9,250,17.65,2024-10-05,"Red",2019,"2343142"
"/NL/nl/mas-llunes-cercivm/w/1408179?year=2021&price_id=34418949","Mas Llunes","Cercivm 2021",3.9,93,14.41,2024-10-05,"Red",2021,"1408179"
"/NL/nl/mano-a-mano-mano-a-mano/w/1192990?year=2017&price_id=23484302","Bodegas Mano a Mano","Mano a Mano 2017",3.6,507,11.8,2024-10-05,"Red",2017,"1192990"
"/NL/nl/bodegas-ayuso-estola-gran-reserva/w/1138131?year=2014&price_id=23369584","Bodegas Ayuso","Estola Gran Reserva 2014",3.8,248,14.42,2024-10-05,"Red",2014,"1138131"
"/NL/nl/el-perdiguero-reserva/w/1842329?year=2018&price_id=33013045","El Perdiguero","Reserva 2018",3.8,73,10.99,2024-10-05,"Red",2018,"1842329"
"/NL/nl/marques-de-vitoria-rioja-crianza/w/1488465?year=2020&price_id=34509006","Marques de Vitoria","Rioja Crianza 2020",3.9,1287,10.89,2024-10-05,"Red",2020,"1488465"
"/NL/nl/vinyes-dels-aspres-oriol-dels-aspres-negre/w/1182643?year=2021&price_id=27265025","Vinyes dels Aspres","Oriol dels Aspres Negre 2021",3.8,155,13.23,2024-10-05,"Red",2021,"1182643"
"/NL/nl/raimat-el-moli/w/10484697?year=2018&price_id=28412104","Raimat","El Molí 2018",4,273,17.5,2024-10-05,"Red",2018,"10484697"
"/NL/nl/es-espelt-terres-negres/w/96034?year=2020&price_id=34248470","Espelt","Terres Negres 2020",3.6,25,14.8,2024-10-05,"Red",2020,"96034"
"/NL/nl/es-vina-mayor-ribera-del-duero-crianza/w/49564?year=2020&price_id=34163695","Viña Mayor","Ribera del Duero Crianza 2020",3.9,129,13.29,2024-10-05,"Red",2020,"49564"
"/NL/nl/otto-bestue-finca-santa-sabina/w/1226598?year=2021&price_id=35084921","Bodega Otto Bestué","Finca Santa Sabina 2021",4.1,77,14.9,2024-10-05,"Red",2021,"1226598"
"/NL/nl/pradorey-finca-valdelayegua-crianza/w/1468317?year=2019&price_id=31484949","Pradorey","Finca Valdelayegua Crianza 2019",4.1,1161,17.86,2024-10-05,"Red",2019,"1468317"
"/NL/nl/bodega-maranones-maranones-garnacha/w/1573916?year=2019&price_id=27584906","Bodega Marañones","Marañones Garnacha 2019",3.9,281,16.9,2024-10-05,"Red",2019,"1573916"
"/NL/nl/huerta-de-albala-barbazul-tinto/w/1128204?year=2022&price_id=36830493","Huerta de Albala","Barbazul Tinto 2022",3.7,8464,10.3,2024-10-05,"Red",2022,"1128204"
"/NL/nl/rejadorada-novellum/w/1230030?year=2019&price_id=32023627","Rejadorada","Novellum 2019",4,143,15.97,2024-10-05,"Red",2019,"1230030"
